#4152 University Village Shopping Center, Denton TX, 2321 West University Drive, Denton, TX, 76201 | 2 Stations | ID: WyJzaXRlcyIsIjBiMDRlMDdlLTU5M2YtNGRkNi04N2Q4LTgyNzU3NjQzNmUxNCJd
2100 Webster Street Medical Center - California Pacific Medical Center, 2100 Webster Street, San Francisco, CA, 94115 | 1 Stations | ID: WyJzaXRlcyIsIjAxNjc4ZmUzLTdmMzMtNDhhMC1hMTk5LTRhOWViMjFjMjkxMyJd
Safeway 1450 SW Erie St, 1450 SW Erie St, Oak Harbor, WA, 98277 | 2 Stations | ID: WyJzaXRlcyIsIjEwODFiNzBjLTM0NjItNDg1OS05OTM3LTQ2MjhlYmFmNDZhOCJd
Safeway 14826 Highway 99, 14826 Highway 99, Lynnwood, WA, 98087 | 2 Stations | ID: WyJzaXRlcyIsIjgyNTZjM2E4LWE5MzktNGRmYy1iZDU3LTkwYjcxYjQ1Y2E1OCJd
Safeway 152 Roosevelt Ave E, 152 Roosevelt Ave E, Enumclaw, WA, 98022 | 2 Stations | ID: WyJzaXRlcyIsIjM4OGFmODViLWVhODItNDc1NS1iMTk5LTJiYjIwYmVlNjQzMyJd
Safeway 17202 15th Ave NE, 17202 15th Avenue Northeast, Shoreline, WA, 98155 | 2 Stations | ID: WyJzaXRlcyIsImRmNzkyMjc2LTI0ZTUtNGJmYi04YzE3LTUxOTdmY2NmY2VmOSJd
Safeway 1902 West Main Street, 1902 West Main Street, Mesa, AZ, 85201 | 2 Stations | ID: WyJzaXRlcyIsImY2OWNlNDlkLTU5OWUtNGY2Ni05Zjg1LWRhNTZjZmY2MjIzNiJd
Safeway 19245 10th Ave Ne Poulsbo WA 98370, 19245 10th Ave Ne, Poulsbo, WA, 98370 | 2 Stations | ID: WyJzaXRlcyIsImE2YTIwNTgxLThmN2QtNDMzNC05YjlkLTMyMDJjZjkxZmNmYiJd
Safeway 19651 Hwy 2, 19651 U.S. 2, Monroe, WA, 98272 | 2 Stations | ID: WyJzaXRlcyIsIjY5MjIxZWNmLTUzZDctNDIyYS1hY2MyLTFlZjI1ZWFjMjUyNiJd
Safeway 200 South 3rd St., 200 South 3rd St., Renton, WA, 98057 | 2 Stations | ID: WyJzaXRlcyIsIjgyNTRhYmY2LWY3MmMtNDlkMy05MDQwLTgzNTE5YmQ1OTdiZiJd
Safeway 20500 Olympic Place, 20500 Olympic Place, Arlington, WA, 98223 | 2 Stations | ID: WyJzaXRlcyIsIjRlNTQ2NzZmLTFmOGMtNDQyNS05ODdlLTNjMzkyMTQ2OWUwMSJd
Safeway 20711 Bothell Hwy, 20711 Bothell Hwy, Bothell, WA, 98012 | 2 Stations | ID: WyJzaXRlcyIsIjk3NDEzNGUzLTY1MjYtNDA4MS04NWViLThjYzE3MzMzYzVmZiJd
Safeway 20830 108th SE, 20830 108th SE, Kent, WA, 98031 | 2 Stations | ID: WyJzaXRlcyIsIjhiZThkY2QwLTkxZWUtNGViNi1hNjg5LTM2NDNjODM0ZDY1MiJd
Safeway 21401 Pacific Hwy So, 21401 Pacific Hwy S, Des Moines, WA, 98198 | 2 Stations | ID: WyJzaXRlcyIsIjgyOTYxNzk5LTJiYmQtNGJlNC1iYmYzLTI3NDFmNWZiYjM5MyJd
Safeway 23961 N.e. State Route 3, 23961 N.e. State Route 3, Belfair, WA, 98528 | 2 Stations | ID: WyJzaXRlcyIsIjVmMDIyY2M2LWU4ZmItNDlhNy1iMmY4LTVhYWIzN2QzOGQ3NCJd
Safeway 2411 North Proctor, 2411 North Proctor, Tacoma, WA, 98406 | 2 Stations | ID: WyJzaXRlcyIsIjZhYWZiODhlLWYwYjgtNDg0Ny04NzcwLTU2MWEyMTM5NGU2MSJd
Safeway 2725 NE Sunset Blvd, 2725 NE Sunset Blvd, Renton, WA, 98056 | 2 Stations | ID: WyJzaXRlcyIsImJhNGJiMTZjLWRjZGUtNGYzMi1hODA1LWNkZDdlMmZiZmFhMyJd
Safeway 3532 172nd St, 3532 172nd Street Northeast, Arlington, WA, 98223 | 2 Stations | ID: WyJzaXRlcyIsImVjMTUxNTkxLTZmZWItNDE3Ni1hNzIwLTAxZjM0ZjA2MTM2NSJd
Safeway 35th Ave NE, 7340 35Th Ave Ne, Seattle, WA, 98115 | 2 Stations | ID: WyJzaXRlcyIsImNjY2JjY2Y5LTIwYWYtNGFkNy1iOTExLWNkNjdmZmYwZjA1NCJd
Safeway 4011 S 164th, 4011 S 164th, Seattle, WA, 98188 | 2 Stations | ID: WyJzaXRlcyIsIjgzY2NjMzY3LTZhYWEtNDY0NC04Zjk4LWNkYWY5NDg4NDY3YyJd
Safeway 442 W Sims Way, 442 W Sims Way, Port Townsend, WA, 98368 | 2 Stations | ID: WyJzaXRlcyIsIjlmZGNlYmY5LTBkY2ItNDM0NS04ZGFjLTY2ZTBhMzAwMTQwOCJd
Safeway 500 Cleveland, 500 Cleveland, Tumwater, WA, 98501 | 2 Stations | ID: WyJzaXRlcyIsIjQ1M2FkZWMxLWU5ZGYtNGY2ZC05MmIxLTQ0ZGJkYTk3ZWViMSJd
Safeway 516 1st Ave West, 516 1St Ave, West Seattle, WA, 98119 | 2 Stations | ID: WyJzaXRlcyIsIjU2NWUzYjI4LWFhMzktNDQ2NS1iNDA1LTUwODY2MjUwNzRiMCJd
Safeway 680f West Washington, 680f West Washington, Sequim, WA, 98382 | 2 Stations | ID: WyJzaXRlcyIsImI0Y2JhOGFiLTdmY2QtNDI3Mi1hMDAwLWViMDFlODMwMjRjMSJd
Safeway 6850 NE Bothell Way, 6850 NE Bothell Way, Kenmore, WA, 98028 | 2 Stations | ID: WyJzaXRlcyIsIjNjZTM5ZmY0LWE0YjctNDIwZi1hNzI0LThlNThhYjc1YjE5YyJd
Safeway 7300 Roosevelt Way Ne, 7300 Roosevelt Way Ne, Seattle, WA, 98115 | 2 Stations | ID: WyJzaXRlcyIsIjUzMWU0ZWJkLWEwMjktNDg3YS05NzM5LTE0NzZiYzJjMTYzYiJd
Safeway 911 11th St, 911 11th Street, Anacortes, WA, 98221 | 2 Stations | ID: WyJzaXRlcyIsImM0MTYwMGJlLTE1YzYtNGQ4NS04MjAzLTBkNGVjYmUyZWNjNiJd
Safeway Bradley Blvd, 5000 Bradley Blvd, Bethesda, MD, 20815 | 2 Stations | ID: WyJzaXRlcyIsIjA0OGE3NDE5LTQ4NmMtNDE3MS05MzlmLWEwODkzN2I5NmM4ZSJd
Safeway El Camino Real Millbrae, 525 El Camino Real, Millbrae, CA, 94030 | 2 Stations | ID: WyJzaXRlcyIsImZkMjEzZmRkLTlkMTMtNGEyNC1iMzFhLTJjYzdhNWY1ZTUxNCJd
Safeway Georgia Ave Wheaton, 11201 Georgia Ave, Wheaton, MD, 20902 | 2 Stations | ID: WyJzaXRlcyIsImRjODczNzFiLTNkY2UtNDM3NC1iY2VlLThhYTIzMzNiMWJhYyJd
Safeway King Street, 3526 King St, Alexandria, VA, 22302 | 2 Stations | ID: WyJzaXRlcyIsIjY1MTNkZDE2LTJjNTQtNGM3ZC05ODM4LTRhMjM2NzQzNGIzOSJd
Safeway Market Street, 1423 NW Market Street, Seattle, WA, 98107 | 2 Stations | ID: WyJzaXRlcyIsIjNmZWNmNmFhLWZhZjQtNDgwZi05N2IzLWY0ZTQyZDk5MDg2NyJd
Safeway Wisconsin Ave NW, 1855 Wisconsin Ave Nw, Washington, DC, 20007 | 2 Stations | ID: WyJzaXRlcyIsIjEyOTM1OGQwLWY1M2QtNDNlYy1hNGIxLTM2NzViZDE3YmRlMiJd
Saks Fifth Avenue Beverly Hills, 9600 Wilshire Blvd, Beverly Hills, CA, 90212 | 2 Stations | ID: WyJzaXRlcyIsImYwYTUyN2Q5LTFlYjktNDYwYS1hMGNhLWZjMDdiN2NiMzMwMyJd
Salt Pond Shopping Center, 91 Point Judith Rd, Narragansett, RI, 02882 | 2 Stations | ID: WyJzaXRlcyIsIjFiNjRjZDAwLTMwMWMtNDg2Ni1iZGYzLWZlZWMxNzZhMjI4ZCJd
Salt at Our Kaka'ako, 691 Auahi St, Honolulu, HI, 96813 | 2 Stations | ID: WyJzaXRlcyIsIjY4NGM0MjkzLTc1NDEtNGMxNC05YWE0LTliNGFjMjgxNDU0YyJd
Sammamish Highlands, 510 228Th Ave Ne, Sammamish, WA, 98074 | 2 Stations | ID: WyJzaXRlcyIsIjdjZTZmN2JjLThkZGUtNDU3ZS04OTY2LTRiMjE0OTUzMzNhZiJd
San Marin Plaza, Novato, CA, 199 San Marin Dr, Novato, CA, 94945 | 2 Stations | ID: WyJzaXRlcyIsIjk1NjhlZTZjLTI4YzctNGNhNS1iMTQ5LWMwMjMwNzNmMmQ5ZiJd
Sandy Springs, 6277 Roswell Road, Sandy Springs, GA, 30328 | 2 Stations | ID: WyJzaXRlcyIsImZkMDY5ZDMzLWNlZmUtNDQwNS05NWU0LTBjZjY4YmJjZGVmNSJd
Saratoga Shopping Center, 8074 Rolling Road, Springfield, VA, 22153 | 2 Stations | ID: WyJzaXRlcyIsImQzZjI3M2UzLTE1MDktNGY1My1hZGUwLWU2OGNhMWE1YTY3ZiJd
Sawmill Station, 6939 Dempster Street, Morton Grove, IL, 60053 | 2 Stations | ID: WyJzaXRlcyIsIjViMTZhOGE3LWQyMDAtNDVkYy05YzhlLTY2YjUxZDkxY2ZmNyJd
Schaumburg Corners, 16 E Golf Road, Schaumburg, IL, 60173 | 2 Stations | ID: WyJzaXRlcyIsIjJjYThmYzcxLWIzYzgtNDczNC1iYTI1LTJhNjljYWE0ZmM0YyJd
Scott Town Center, 1000 Scott Town Center, Bloomsburg, PA, 17815 | 2 Stations | ID: WyJzaXRlcyIsImE2ZmNmMTM3LTgyNmYtNDBlMC1hYmVmLTgxMzM2NDM3MmVmYiJd
Scottsdale Quarter, 15059 N Scottsdale Rd, Scottsdale, AZ, 85254 | 4 Stations | ID: WyJzaXRlcyIsIjBmYmYzMzY0LWRkMGUtNGUyNC1hZjE5LWU1NGNiYzE4MzcyYSJd
Seacliff Village Shopping Center 01-02, 7201 Yorktown Ave, Huntington Beach, CA, 92648 | 2 Stations | ID: WyJzaXRlcyIsImVlYzRlMDYyLTFiNmQtNDc5MC04YzRhLTk1MDZjYjg4ODI0OCJd
Seacliff Village Shopping Center 03-04, 7201 Yorktown Ave, Huntington Beach, CA, 92648 | 2 Stations | ID: WyJzaXRlcyIsIjk5NDkyN2M2LTlmMGYtNDAyMy05ZmQ2LTA2MWJmMDkwN2Y3NSJd
Seattle Division HQ, Bellevue WA, 1121 124th Avenue Northeast, Bellevue, WA, 98005 | 1 Stations | ID: WyJzaXRlcyIsImFiZTBjN2U0LWRjMzYtNGQ5Mi05YmJlLThiMWVlNWJlMjhiZSJd
Sequoia Station, 1001-1111 El Camino Rd, Redwood City, CA, 94063 | 2 Stations | ID: WyJzaXRlcyIsIjUxNDljYTk1LWEyYmEtNDE1Yy05OTE5LTRmNTZlODU1YTBlYiJd
Serra Shopping Center, 5001 Junipero Serra Blvd, Colma, CA, 94014 | 2 Stations | ID: WyJzaXRlcyIsImQ4MDk3Yjg5LTM0ZGItNDUwZS05NTlkLWE5ZjcwMTJmMGJhNCJd
Serramonte Center JcPenny, 3 Serramonte Center, Daly City, CA, 94015 | 2 Stations | ID: WyJzaXRlcyIsIjMwOGM4YmRiLTg5NDQtNDU5Zi04Mzg2LTkxOWQyNjRiZGM1OSJd
Serramonte Center Macy's, 3 Serramonte Center, Daly City, CA, 94015 | 2 Stations | ID: WyJzaXRlcyIsImRiYTY0NDZmLWRiZDQtNDMyYy1iYmFkLTJkNWEwZGU0OGVhYiJd
Serramonte Center Target, 3 Serramonte Center, Daly City, CA, 94015 | 2 Stations | ID: WyJzaXRlcyIsImU5NzIwZmQ3LWE0MmItNDdlYS05MWM0LTMzZDlmMTgxMjFlMCJd
Shaw's 134 Water Street, 134 Water St, Wakefield, MA, 01880 | 2 Stations | ID: WyJzaXRlcyIsIjE5MTk5ZGNlLTYwYTYtNDE1OC05Zjg3LWNiMzc0YTdhOWJjMCJd
Shawan Plaza, 11399 York Road, Cockeysville, MD, 21030 | 2 Stations | ID: WyJzaXRlcyIsIjhjYjBkZGU1LTc0MTYtNGRmZi04ZDBmLTQzZmRhNDczNmMzMCJd
Shillington Shopping Center, 600 East Lancaster Avenue, Reading, PA, 19607 | 2 Stations | ID: WyJzaXRlcyIsIjhjMTkzNmZjLTVmYWYtNGE0NS04ZjY4LTM4Mzg0YjRmM2NjYyJd
Shiloh Square Shopping Center, 3895 Cherokee St Nw, Kennesaw, GA, 30144 | 2 Stations | ID: WyJzaXRlcyIsIjBlMDg4NTE0LWNkMWYtNDIxYi1hZWRlLTUzMzdlZjRkMmU4ZCJd
Shoppers World, 1 Worcester Rd, Framingham, MA, 01701 | 6 Stations | ID: WyJzaXRlcyIsIjc3NzVmZDkyLTk2MmMtNDI0OS04OWVmLTBjMzkyZTg1MjQ1MyJd
Shoppes at Homestead fka Loehmann's Plaza, 1603 1695 Hollenbeck Ave, Sunnyvale, CA, 94087 | 2 Stations | ID: WyJzaXRlcyIsImEyYmQzZWMyLTNmMDEtNGZiOS1iNTM4LTU2OWEzNTY0NzM5MCJd
Shops at Crossroads, 65 Route 611, Bartonsville, PA, 18321 | 2 Stations | ID: WyJzaXRlcyIsIjZiYzVlZjg5LTRjYjYtNGI4ZC05NWFjLTc3YjI3YjVmNGFkOCJd
Shops at Merrick Garage South Deck P-Main level, 246 Altara Ave, Coral Gables, FL, 33146 | 4 Stations | ID: WyJzaXRlcyIsIjUzNjExOGMyLTI3YjAtNDRkYS1hNjQ4LThjMjdkYWRkZDYwZCJd
Shops at Merrick Park DCFC, 246 Altara Ave, Coral Gables, FL, 33146 | 1 Stations | ID: WyJzaXRlcyIsIjI5YzMwMTA3LTc5YzYtNDIzMS1hNjk5LTNmNWY2YjQ0MTU1ZiJd
Shops at Merrick Park Garage South Deck P-2 level (East), 246 Altara Ave, Coral Gables, FL, 33146 | 2 Stations | ID: WyJzaXRlcyIsIjk2NjY4ODMxLWExODItNDBhYi1iYWIxLWIzM2YxN2Q5NDlhNiJd
Shops at Merrick Park Garage South Deck P-2 level (West), 246 Altara Ave, Coral Gables, FL, 33146 | 4 Stations | ID: WyJzaXRlcyIsIjYzZmFlNjk0LTAzZTUtNDEwMC1iYTcyLWI1ZjE2NGM3MWIzYSJd
Shops at Westridge, 2142 GA-20, McDonough, GA, 30253 | 2 Stations | ID: WyJzaXRlcyIsIjY2MzAwMjA5LWZiNTUtNDM2Ni04MDVkLWJlZDM3YzY2MDE4ZCJd
Shorewood Crossing, 994 Brook Forest Ave, Shorewood, IL, 60404 | 2 Stations | ID: WyJzaXRlcyIsIjRmMTAyM2E5LWVhODYtNGM5MC05YjczLTA1NjM0MGZmMDg4OSJd
Six Flags Entertainment Corporation 13710 Central Avenue, 13710 Central Avenue, Bowie, MD, 20721 | 8 Stations | ID: WyJzaXRlcyIsImI5YmRhZDhlLTdmNGYtNGRhNy1iNmI1LTBkZjNiZmEyNTg0YSJd
Six Flags White Water, Marietta GA, 250 Cobb Parkway North, Marietta, GA, 30062 | 6 Stations | ID: WyJzaXRlcyIsImU2MDYzZTk4LTdhY2ItNDhiYS05NjBiLWVmNDRiMWFjZWRhZSJd
Skyland Town Center Starbucks, 2834 Alabama Avenue SE, Washington, DC, 20020 | 2 Stations | ID: WyJzaXRlcyIsIjBjZDMyZWU3LTAwMjYtNDliOC1iZWRlLTU1M2FmNGNkZjIxZSJd
Skyland Town Center, 2834 Alabama Avenue SE, Washington, DC, 20020 | 4 Stations | ID: WyJzaXRlcyIsIjNkYTE1ZDQwLWEwYmYtNGE0My1iMmZhLTY3MTA3NDlkNzQxNCJd
Smith Haven Mall, Lake Grove NY, 2 Smith Haven Mall, Lake Grove, NY, 11755 | 2 Stations | ID: WyJzaXRlcyIsImE5YjZkNWI4LWRjNWUtNGVlMi05MDQzLTk1ZGM4OGYxMjYyNCJd
Solano Town Center Buffalo Wild Wings, 1350 Travis Blvd, Fairfield, CA, 94533 | 2 Stations | ID: WyJzaXRlcyIsImFmYmIxOTEzLTI0YjQtNGU5OC05YTk0LWUzMDJlNzVjODcxYyJd
Solano Town Center Macy's, 1350 Travis Blvd, Fairfield, CA, 94533 | 2 Stations | ID: WyJzaXRlcyIsIjQwNTFlMGY1LThkZWMtNGU2Yi1hMmU3LTg3ZjA4OWE5NjZlMyJd
Solar4America Ice at San Jose Employees Only, 1500 South 10th Street, San Jose, CA, 95112 | 1 Stations | ID: WyJzaXRlcyIsImM0MDA5NzBiLWMyOGYtNDI4OS04MDM4LTQ1OWRmZDg2MjljYSJd
Solar4America Ice at San Jose Front Entrance, 1500 South 10th Street, San Jose, CA, 95112 | 2 Stations | ID: WyJzaXRlcyIsIjFmYmIxZDY2LTUyN2ItNGNjZi04YjNlLTgzZGQwNWQ2Mjc0MyJd
Solar4America Ice at San Jose Rear Parking Lot, 1500 South 10th Street, San Jose, CA, 95112 | 7 Stations | ID: WyJzaXRlcyIsImRkY2FjZTE0LTRmNTUtNDRmMi05ZmIzLWNhOGEwMzZhZGY5ZiJd
Solomon Pond Mall, 627 Donald Lynch Blvd, Marlborough, MA, 01752 | 2 Stations | ID: WyJzaXRlcyIsIjNiMDVlNjgxLTQ3NWQtNGIwYy1hNGMyLTFkMjM5OTQ5MzEwZiJd
Somersville Towne Center, 2550 Somersville Rd, Antioch, CA, 94509 | 2 Stations | ID: WyJzaXRlcyIsImM4YThhZWMyLWUyOGQtNDc1YS1hMDc1LTZiODIwNDk2YTFiMCJd
South Bay Village, 19330 Hawthorne Blvd, Torrance, CA, 90503 | 1 Stations | ID: WyJzaXRlcyIsIjEwZjI0ZThjLWJlYTUtNDMxMi1hOThhLWIzNGNlNGZmYzI2MiJd
South Coast Plaza, 3333 Bristol Street, Costa Mesa, CA, 92626 | 2 Stations | ID: WyJzaXRlcyIsIjEyNzdmZmI3LWFiZjItNGUxMC1hOTUxLTkzMDliMTIxYjEwNiJd
Southampton Shopping Center, 466 2nd Street Pike, Southampton, PA, 18966 | 2 Stations | ID: WyJzaXRlcyIsImQ1ZGIyNjM4LTkzYTItNDZiMC1iOTRlLWJhMGY1N2RmNDgyYiJd
Southampton Village, 1520 GA-74, Tyrone, GA, 30290 | 2 Stations | ID: WyJzaXRlcyIsIjlkNjgwZjIxLTM5MWUtNGExNy04ZTA5LWE0NTM5NGVmOWQ0OSJd
Southern Palms Tempe, AZ, 1528 E Southern Ave, Tempe, AZ, 85282 | 2 Stations | ID: WyJzaXRlcyIsIjlhYzM4YjFjLTQ4NjItNDAwNy04NDk1LWZkMjgwY2MyZTBmYSJd
Southland Mall - Hayward Macys, One Southland Mall Drive, Hayward, CA, 94545 | 2 Stations | ID: WyJzaXRlcyIsImE5Y2JlMjRkLTljNzYtNDNkNy1iYTQwLWJjMWZkNzIxODBlYyJd
Southland Mall - Hayward NW Entrance, One Southland Mall Drive, Hayward, CA, 94545 | 2 Stations | ID: WyJzaXRlcyIsImI0YmMyYzE0LTM2MjYtNGJmNy05MDQ2LTg0MmFiNmYzMmZmNyJd
Southland Mall DCFC, One Southland Mall Drive, Hayward, CA, 94545 | 1 Stations | ID: WyJzaXRlcyIsIjU0YjQ5ZDEyLTg3NDQtNDc5Ny05ZTAzLTBjMGU4OGVkMjU2YSJd
Southport Garage Level A, 1103 Lake Washington Blvd. No., Renton, WA, 98056 | 4 Stations | ID: WyJzaXRlcyIsIjJhOGQyOGRiLWZjNTUtNDBkOS05NTRjLTBmNWIyOTNiMTVjOCJd
Southport Garage Level B, 1103 Lake Washington Blvd. No., Renton, WA, 98056 | 6 Stations | ID: WyJzaXRlcyIsIjIyMTIyMzNmLWQzNTAtNDhhYi05ZjM4LTQ3Y2I3MmM5MjU4NCJd
Southport Garage Level C, 1103 Lake Washington Blvd. No., Renton, WA, 98056 | 24 Stations | ID: WyJzaXRlcyIsIjRiNGMyMWE1LTQxMDYtNDI5Yy05YzE3LTU0NjZlZDUzNGY2NSJd
Southport South Garage Level A, 1103 Lake Washington Blvd. No., Renton, WA, 98056 | 6 Stations | ID: WyJzaXRlcyIsImQ3ZmE1OTYwLWI4ZjAtNDY0Yy04MTFjLWYzNjZlMzljZTNlZiJd
Southwest Plaza DCFC, 8501 West Bowles Avenue, Littleton, CO, 80123 | 1 Stations | ID: WyJzaXRlcyIsIjNmYmZiNDQ2LTgzYjAtNDZiNC1hY2ZkLTkxZDkxMmIyNTFiZSJd
Southwest Plaza JCPenney, 8501 West Bowles Avenue, Littleton, CO, 80123 | 2 Stations | ID: WyJzaXRlcyIsIjUyZjUwMmE5LWU5ZWItNGZiNy1hYTczLWU1YjRlMjA4ZDBiZCJd
Southwest Plaza Panera, 8501 West Bowles Avenue, Littleton, CO, 80123 | 4 Stations | ID: WyJzaXRlcyIsImM2ODY0NjczLWFiZGQtNGM1ZC05MDM2LTM0ZTIwMGJkZjdjZiJd
Spring Cypress Village, 22506 Tomball Pkwy, Houston, TX, 77070 | 2 Stations | ID: WyJzaXRlcyIsImExYThiNmU2LTEwYmMtNDU3MC04ZjY2LWY4YjVjYjJkNmI0NSJd
Spring Hill Mall Barnes & Noble, 1072 Spring Hill Mall, West Dundee, IL, 60118 | 2 Stations | ID: WyJzaXRlcyIsIjM0YjQ2YjJiLTFkNDktNDhlYS1hOWRlLWIwYjI2N2NmNTg2NyJd
Spring Hill Mall Macy's, 1072 Spring Hill Mall, West Dundee, IL, 60118 | 2 Stations | ID: WyJzaXRlcyIsImQwMDIwZjQ1LTgxY2MtNGY1Ny1hNTVkLTRlNDYxNTY5OTdmZiJd
Spring Meadow Shopping Center, 2104 Van Reed Road, West Lawn, PA, 19609 | 2 Stations | ID: WyJzaXRlcyIsIjFlNWQ5YjZkLTRjODMtNGYyNy04NjBiLWQ5MDg0YjkwOWM2MCJd
Spring Valley Shopping Center, 4851 Massachusetts Ave, Washington, DC, 20016 | 2 Stations | ID: WyJzaXRlcyIsIjJkODlhYTBjLTlmZjctNDQ2ZS1iZDdkLWE5NTNmMzA5ZmI3NSJd
Springfield Center, 6646 Loisdale Rd, Springfield, VA, 22150 | 2 Stations | ID: WyJzaXRlcyIsImZkZjRkY2JlLWRkMmItNGM0NS04YmU5LTgzZGJiZmNkMTc2NyJd
Springfield Town Center Dick's, 6500 Springfield Mall, Springfield, VA, 22150 | 2 Stations | ID: WyJzaXRlcyIsImFlNDVkYTc0LTY2YjYtNDBlZS1hYzVkLWUyY2QwZTVhM2Q4MSJd
Springfield Town Center LA Fitness, 6500 Springfield Mall, Springfield, VA, 22150 | 2 Stations | ID: WyJzaXRlcyIsImRjZWQ5NDI3LTJlMWUtNGI0MC05ZTc2LTA4NjI1YzNiZWJlOCJd
Springfield Town Center Main Entrance, 6500 Springfield Mall, Springfield, VA, 22150 | 2 Stations | ID: WyJzaXRlcyIsIjUyZjVmNDk1LTIyMGItNGYyYy05NTg2LWM0M2IzMGFjOWE2NSJd
Springfield Town Center Target, 6500 Springfield Mall, Springfield, VA, 22150 | 2 Stations | ID: WyJzaXRlcyIsImJiOWYxZGExLWU4MzYtNDJjYy05ZmE4LWU4ZjQ1OGQ0NTU0NyJd
Star Market Belmont, 535 Trapelo Rd, Belmont, MA, 02478 | 2 Stations | ID: WyJzaXRlcyIsImJhZTBhZmM4LTc4NTctNGU5NS05MzMyLWUwZjFmNjkzZmQwOCJd
Star Market Fenway, 33 Kilarnock St, Boston, MA, 02215 | 2 Stations | ID: WyJzaXRlcyIsImNhYWU4NDE0LTk4NmYtNDRlOS04NDEyLWEwMjIxOWFiNGYxZSJd
Starbucks at 2124 Artesia Blvd. Torrance, CA 90504 01, 2124 Artesia Boulevard, Torrance, CA, 90504 | 1 Stations | ID: WyJzaXRlcyIsIjdlNGZhMWUwLWFiMTctNDY2NS1iYmFkLTExYjg4ZDA5NjllMiJd
Starbucks at 2124 Artesia Blvd. Torrance, CA 90504, 2124 Artesia Boulevard, Torrance, CA, 90504 | 1 Stations | ID: WyJzaXRlcyIsIjllMDkzYmMyLTI2NGMtNDEyYS05YjIxLTBiZTEwNmQ2YzBmOSJd
Staten Island Mall Dave & Buster's, 2655 Richmond Ave., Staten Island, NY, 10314 | 4 Stations | ID: WyJzaXRlcyIsIjE3ZTg1NDhkLTAwYmUtNDQ4Yi1iOGVmLWY3YmRkNmNhZDQ2ZiJd
Staten Island Mall Macy's, 2655 Richmond Ave., Staten Island, NY, 10314 | 2 Stations | ID: WyJzaXRlcyIsImRhZjk5OGJiLTQyY2ItNDI5OC1iNTQwLWMyYzVjNGVkZWUyYSJd
Staten Island Mall Richmond Ave Entrance, 2655 Richmond Ave., Staten Island, NY, 10314 | 2 Stations | ID: WyJzaXRlcyIsIjg0NDc5YWYwLTJhMDYtNDRjMS1hODIxLWJiODc5NjUzNjhiNyJd
Staten Island Mall Tommy's Tavern + Tap, 2655 Richmond Ave., Staten Island, NY, 10314 | 2 Stations | ID: WyJzaXRlcyIsIjg1ZjgzOWYxLTE4ZjUtNDQ0Mi05Y2RkLTE1MDU4MzY1MDMxMCJd
Stations 10-12 located in LOT 16 near Velodrome building, 18400 Avalon Blvd, Carson, CA, 90746 | 3 Stations | ID: WyJzaXRlcyIsIjVlMGUzODQwLTFlODYtNGE4NS1hN2Y0LTE4ZWU0ZWUyYWI5MiJd
Staunton Plaza, 1015 Richmond Ave, Staunton, VA, 24401 | 2 Stations | ID: WyJzaXRlcyIsIjY3ZGVjYmRjLTM5OWEtNDgzMy1iZWRlLTYzNTM4NzA5NDI4YyJd
Stone Hill Town Center, 18820 Hilltop Commercial Dr, Pflugerville, TX, 78660 | 2 Stations | ID: WyJzaXRlcyIsIjRjMzNiYzg1LTVlYzctNDU0NC04NTVkLWU3YTRjM2I3OWQyMyJd
Stonebriar Centre Garage Top Deck, 2601 Preston Rd, Frisco, TX, 75034 | 6 Stations | ID: WyJzaXRlcyIsImQxNDgwMDZjLTIxYzItNDM1ZC04YWNmLWQ4MWM4Nzg5NmVkNSJd
Stonebriar Centre Macy's, 2601 Preston Rd, Frisco, TX, 75034 | 2 Stations | ID: WyJzaXRlcyIsImMyYzZjMTNkLWVkNzMtNDA1ZC1hMmI3LTJkMjU5MjAxNjY3ZiJd
Stonebriar Centre, 2601 Preston Rd, Frisco, TX, 75034 | 4 Stations | ID: WyJzaXRlcyIsIjUwNjhmZDI1LTNjYzUtNGI1NC1iODNiLTQyMjJmMzcyNDkwYyJd
Stonehedge Square Shopping Center, 950 Walnut Bottom Road, Carlisle, PA, 17015 | 2 Stations | ID: WyJzaXRlcyIsImUxNzkxMDM4LWE1ZWItNDcwMy05MWE5LWVkMTI1MWZjMDE4MyJd
Stonestown Galleria 03-04, 3251 20Th Ave, San Francisco, CA, 94132 | 2 Stations | ID: WyJzaXRlcyIsImRlYzIyMjc1LWQyNjAtNDZjOS04YjBkLWUyOGQ5YTg1ZTc1YiJd
Stonestown Galleria City Sports Club, 3251 20Th Ave, San Francisco, CA, 94132 | 2 Stations | ID: WyJzaXRlcyIsIjc3ODg1YzIzLWZjNjAtNGQyNC05YzMyLWMzZjcxZjY4YWIyMSJd
Stonestown Galleria DCFC, 3251 20Th Ave, San Francisco, CA, 94132 | 1 Stations | ID: WyJzaXRlcyIsIjllN2Y1YWUyLTRkYTMtNDc1YS1iYWE1LTdiMzI1NTRjNTc1YyJd
Stonestown Galleria Peet's DCFC, 3251 20Th Ave, San Francisco, CA, 94132 | 1 Stations | ID: WyJzaXRlcyIsImIxZTQ3NDMxLWM0MDgtNDhkZS05Y2IzLWY1NGY5MjI1NzEwZCJd
